userId,bookingId,bookingDate,journeyType,isInternational,providerId,originCode,destinationCode,cabinClass,devicePlatform,totalFare,onwardDeparture,userType
537e3ef1e4b0b3536aba557f,5118399,28/06/2018 8:44,Return,FALSE,196,CCU,DEL,ECONOMY,iximaio,15934,16/11/2018 14:00,oldUser
5387083fe4b0f363526389a2,4867357,15/06/2018 21:25,One way,FALSE,196,DEL,AMD,ECONOMY,ixiweb,3440,16/06/2018 14:15,oldUser
539ebd4ce4b0ad06be2de9d7,4978770,21/06/2018 17:43,One way,FALSE,196,BLR,PNQ,ECONOMY,iximaad,1969,19/07/2018 17:15,oldUser
539ebd4ce4b0ad06be2de9d7,18062310860,23/06/2018 1:19,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,1951,24/07/2018 0:25,oldUser
53b8c181e4b0204b31409fb4,2.50682E+12,25/06/2018 15:36,One way,FALSE,103,CCU,DEL,ECONOMY,iximatr,9190,26/06/2018 0:15,Reactivated
53db76cde4b00488f4b967c2,PRL06DYKV9J,18/06/2018 20:11,Return,FALSE,1020,AMD,DEL,ECONOMY,iximaad,3662,06/07/2018 23:35,newUser
53e91d41e4b0c45cfff878d4,18060751520,07/06/2018 13:10,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,5080,15/06/2018 7:35,oldUser
53f84078e4b02266e15c6928,1.80608E+11,08/06/2018 10:25,Return,FALSE,12,DEL,AMD,ECONOMY,iximatr,15755,09/06/2018 2:10,oldUser
53fe06eae4b0614f2679fb69,5174225,30/06/2018 15:10,One way,FALSE,196,CCU,DEL,ECONOMY,iximaad,18191,01/07/2018 1:00,oldUser
5430dbf8e4b059cd10dabf08,5024022,23/06/2018 21:56,Return,FALSE,196,AMD,DEL,ECONOMY,iximaad,6956,08/09/2018 0:35,oldUser
5430dbf8e4b059cd10dabf08,5124003,28/06/2018 12:38,One way,FALSE,196,DEL,AMD,ECONOMY,iximaad,3256,10/09/2018 13:40,oldUser
5482edace4b00071d5502238,1.80627E+11,27/06/2018 12:38,One way,FALSE,12,CCU,DEL,ECONOMY,iximaad,6084,02/07/2018 12:50,oldUser
54869161e4b074f8aa28f59d,4759811,10/06/2018 13:12,One way,FALSE,196,PNQ,BLR,ECONOMY,iximaad,5573,11/06/2018 11:50,oldUser
54970885e4b02ff0be0c1363,18062679698,26/06/2018 22:13,One way,FALSE,12,PNQ,BLR,ECONOMY,ixiweb,4285,29/06/2018 18:05,oldUser
54971815e4b0edbbf0d4d93f,1806140238,14/06/2018 0:06,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,1880,14/07/2018 18:00,oldUser
54996868e4b014ac3d57abfc,1.80627E+11,27/06/2018 18:05,One way,FALSE,12,CCU,DEL,ECONOMY,iximatr,3563,14/07/2018 15:40,oldUser
54996868e4b014ac3d57abfc,1.80627E+11,27/06/2018 18:20,One way,FALSE,12,CCU,DEL,ECONOMY,iximatr,3563,14/07/2018 15:40,oldUser
549cf0c8e4b0b6b668f3ec1d,1.8069E+12,18/06/2018 10:32,Return,FALSE,103,BLR,PNQ,ECONOMY,iximaad,5068,03/07/2018 11:25,oldUser
549d6a5be4b05fe9a8546eae,18062934094,29/06/2018 10:34,One way,FALSE,12,AMD,DEL,ECONOMY,iximaad,2430,06/07/2018 16:45,oldUser
549e5de7e4b05fe9a8547255,EMT48582573,26/06/2018 21:38,One way,FALSE,205,DEL,GAU,ECONOMY,iximaad,3346,21/10/2018 11:05,Reactivated
54a637f5e4b01de31b5c510b,1.70685E+12,17/06/2018 12:55,Return,FALSE,103,DEL,AMD,ECONOMY,iximaad,11656,25/06/2018 1:10,oldUser
54b497d2e4b0781ba59c66c4,EMT48287592,22/06/2018 10:17,One way,FALSE,205,DEL,GAU,ECONOMY,iximaad,5527,26/06/2018 1:40,newUser
54b53ee0e4b0781ba59c679a,18060920312,09/06/2018 6:10,Return,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,12852,20/06/2018 7:35,oldUser
54bd0d1be4b0272f301ddec1,1.8063E+11,30/06/2018 21:55,One way,FALSE,12,PNQ,BLR,ECONOMY,ixiweb,2199,14/08/2018 18:05,oldUser
54d3c181e4b005fa5986a4ca,1.80627E+11,27/06/2018 9:55,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,3134,28/06/2018 8:00,oldUser
54d5bc8be4b03cba66ba9518,PRL06DV0M3D,18/06/2018 11:40,One way,FALSE,1020,DEL,AMD,ECONOMY,iximaad,1986,08/08/2018 3:15,oldUser
54d73dd3e4b03cba66ba97f0,PRL06DKO7MU,16/06/2018 14:39,One way,FALSE,1020,PNQ,BLR,ECONOMY,iximaio,7354,17/06/2018 17:00,oldUser
54dde50ce4b01e439aa3afb6,1.80607E+11,06/06/2018 23:36,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,1799,24/08/2018 11:25,oldUser
54dde50ce4b01e439aa3afb6,1.80607E+11,06/06/2018 23:42,One way,FALSE,12,PNQ,BLR,ECONOMY,ixiweb,1769,26/08/2018 11:35,oldUser
54dde50ce4b01e439aa3afb6,1.80607E+11,06/06/2018 23:48,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,1799,24/08/2018 11:25,oldUser
54dde50ce4b01e439aa3afb6,18060777826,07/06/2018 21:19,One way,FALSE,12,PNQ,BLR,ECONOMY,ixiweb,1769,26/08/2018 11:35,oldUser
54defa04e4b01e439aa3b3e1,18061132688,11/06/2018 10:52,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,2685,19/06/2018 18:55,oldUser
54e04b79e4b03b0761d29ea5,1.80617E+11,17/06/2018 23:01,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,6018,19/06/2018 18:55,oldUser
54e04b79e4b03b0761d29ea5,18062631740,26/06/2018 8:32,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,4370,26/06/2018 19:55,oldUser
54e2d565e4b06494faf17893,5177503,30/06/2018 17:58,One way,FALSE,196,CCU,DEL,ECONOMY,iximaad,11188,01/07/2018 5:00,oldUser
54e38115e4b0c99055e1b632,18062243908,22/06/2018 15:36,One way,FALSE,12,CCU,DEL,ECONOMY,iximaio,6325,26/06/2018 4:30,oldUser
54e38115e4b0c99055e1b632,18062244190,22/06/2018 15:44,One way,FALSE,12,CCU,DEL,ECONOMY,iximaio,6325,26/06/2018 4:30,oldUser
54e5f2dfe4b0c99055e1bd29,5000453,22/06/2018 18:32,One way,FALSE,196,CCU,DEL,ECONOMY,iximaad,23744,22/06/2018 14:55,oldUser
54eacfbee4b0911a32b2ad20,1.80615E+11,15/06/2018 13:07,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,2058,09/07/2018 11:25,oldUser
54eacfbee4b0911a32b2ad20,18061651304,16/06/2018 14:36,One way,FALSE,12,PNQ,BLR,ECONOMY,ixiweb,2112,12/07/2018 10:15,oldUser
54f035e5e4b0d329a7055ad2,1.80621E+11,21/06/2018 18:39,One way,FALSE,12,DEL,AMD,ECONOMY,iximaio,2425,04/07/2018 5:30,oldUser
54fe1615e4b0d329a705784d,18060922098,09/06/2018 9:27,One way,FALSE,12,CCU,DEL,ECONOMY,iximaad,5097,30/06/2018 12:20,oldUser
55043efce4b0df9724125c28,1.80613E+11,13/06/2018 5:28,One way,FALSE,12,DEL,GAU,ECONOMY,iximaad,3702,12/07/2018 5:00,oldUser
55126121e4b09d742bae4de7,18062690250,26/06/2018 22:31,One way,FALSE,12,AMD,DEL,ECONOMY,iximaad,2430,03/07/2018 4:05,oldUser
5514301be4b09d742bae56f0,4744182,09/06/2018 17:27,One way,FALSE,196,PNQ,BLR,ECONOMY,ixiweb,5532,15/06/2018 17:00,oldUser
551a0254e4b008697156c313,5139530,28/06/2018 23:03,One way,FALSE,196,DEL,AMD,ECONOMY,iximaad,6332,13/07/2018 1:10,oldUser
551bb54de4b07f4e6d985c37,5024417,23/06/2018 22:17,One way,FALSE,196,CCU,DEL,ECONOMY,iximaad,16657,30/09/2018 1:35,oldUser
551eb009e4b0ebe40e685b50,18062912496,29/06/2018 5:04,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,2861,04/07/2018 17:20,oldUser
5528c852e4b0648f5a2cfa1f,18061988658,19/06/2018 23:43,One way,FALSE,12,BLR,PNQ,ECONOMY,iximatr,2199,26/06/2018 20:40,oldUser
552e3c68e4b0cbbe4be81420,1.80615E+11,15/06/2018 22:56,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,2234,06/07/2018 13:20,oldUser
5533de9de4b0cbbe4be825c5,18062870700,28/06/2018 17:58,One way,FALSE,12,CCU,DEL,ECONOMY,iximaad,6108,14/07/2018 2:05,oldUser
55363167e4b0b6fe770d3692,1.80608E+11,08/06/2018 0:55,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaio,2187,21/06/2018 19:55,oldUser
55363167e4b0b6fe770d3692,EMT47391426,08/06/2018 1:03,One way,FALSE,205,BLR,PNQ,ECONOMY,iximaio,2188,24/06/2018 20:40,oldUser
5537fec2e4b0043aa7e41af3,18060786984,07/06/2018 21:30,Return,FALSE,12,PNQ,BLR,ECONOMY,iximaad,7233,11/06/2018 19:55,oldUser
5537fec2e4b0043aa7e41af3,18062024242,20/06/2018 10:34,Return,FALSE,12,PNQ,BLR,ECONOMY,iximaad,9226,27/06/2018 0:25,oldUser
553d2aa2e4b0d4b8b30cded3,1.80606E+11,05/06/2018 20:17,One way,FALSE,12,BLR,PNQ,ECONOMY,iximatr,6222,17/10/2018 18:00,newUser
553d2aa2e4b0d4b8b30cded3,18062233652,22/06/2018 9:50,One way,FALSE,12,PNQ,BLR,ECONOMY,iximatr,8496,21/10/2018 13:15,oldUser
5540c3d1e4b0fcc0459cea58,PRL06C17L02,06/06/2018 22:07,One way,FALSE,1020,CCU,DEL,ECONOMY,iximaad,5274,23/06/2018 12:30,oldUser
5542eb99e4b032c94ad35d21,18062463488,24/06/2018 18:20,One way,FALSE,12,AMD,DEL,ECONOMY,iximaad,3682,27/06/2018 12:10,oldUser
55452283e4b032c94ad36476,1.80606E+11,05/06/2018 12:48,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,1799,19/07/2018 18:00,Reactivated
55452283e4b032c94ad36476,18060744282,07/06/2018 11:26,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,2060,23/07/2018 0:25,oldUser
55523d73e4b04fdc2026ec0f,PRL06CNNZ2Z,11/06/2018 10:27,One way,FALSE,1020,DEL,AMD,ECONOMY,iximaad,6174,13/06/2018 1:55,oldUser
555590cfe4b03a99d490738c,1.8063E+11,30/06/2018 19:34,One way,FALSE,12,PNQ,BLR,ECONOMY,ixiweb,2530,06/07/2018 19:15,oldUser
555590cfe4b03a99d490738c,1.8063E+11,30/06/2018 19:43,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,2287,08/07/2018 18:55,oldUser
5555cb88e4b00cb1dfc08239,1.80606E+11,05/06/2018 8:51,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,1498,25/06/2018 14:40,oldUser
5555cb88e4b00cb1dfc08239,EMT47372373,07/06/2018 19:48,One way,FALSE,205,AMD,DEL,ECONOMY,iximaad,2071,24/06/2018 1:30,oldUser
55586bede4b03a99d4907f2a,18061155468,11/06/2018 16:26,One way,FALSE,12,CCU,DEL,ECONOMY,iximaio,7509,12/06/2018 12:20,oldUser
5559f31ae4b098d7f56f7d16,1.8061E+11,10/06/2018 13:37,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,2650,08/07/2018 14:55,oldUser
5559f31ae4b098d7f56f7d16,EMT47536737,10/06/2018 13:46,One way,FALSE,205,PNQ,BLR,ECONOMY,ixiweb,2289,04/07/2018 18:05,oldUser
555a31d7e4b0b17c9b602444,1.80612E+11,12/06/2018 23:39,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,2906,16/06/2018 18:40,oldUser
555b0b0ce4b01228ae502a7f,18062668224,26/06/2018 21:23,One way,FALSE,12,PNQ,BLR,ECONOMY,ixiweb,1918,21/07/2018 0:25,oldUser
555b0b0ce4b01228ae502a7f,18062668872,26/06/2018 21:41,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,2106,22/07/2018 5:30,oldUser
555cb132e4b00cb1dfc09413,1.80612E+11,12/06/2018 11:35,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,2187,18/08/2018 13:15,oldUser
555d8424e4b04898c436636b,4719248,08/06/2018 14:32,Return,FALSE,196,DEL,AMD,ECONOMY,iximaio,3456,27/07/2018 0:50,oldUser
555d8424e4b04898c436636b,4816133,13/06/2018 10:44,Return,FALSE,196,DEL,AMD,ECONOMY,iximaio,4725,27/07/2018 0:50,oldUser
555e1e68e4b00cb1dfc09c57,1.80627E+11,27/06/2018 22:59,One way,FALSE,12,AMD,DEL,ECONOMY,iximaad,3441,01/07/2018 16:50,oldUser
555e974fe4b04898c4366a60,1.80607E+11,06/06/2018 18:59,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaio,2074,09/07/2018 0:15,oldUser
555e974fe4b04898c4366a60,1.80607E+11,06/06/2018 19:12,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaio,2074,09/07/2018 0:15,oldUser
555e974fe4b04898c4366a60,EMT47324226,07/06/2018 6:43,One way,FALSE,205,PNQ,BLR,ECONOMY,iximaio,5260,13/07/2018 13:15,oldUser
555ed016e4b06a28bed602ee,PRL06DBEBIW,15/06/2018 5:22,One way,FALSE,1020,CCU,DEL,ECONOMY,ixiweb,7365,18/06/2018 8:05,oldUser
55603566e4b0f9bff4e6e080,1.8061E+11,10/06/2018 13:54,One way,FALSE,12,CCU,DEL,ECONOMY,iximaad,5243,30/06/2018 1:00,oldUser
55615b2be4b0a6bc157f9dea,1.80615E+11,15/06/2018 13:16,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,2425,08/11/2018 14:40,oldUser
55630240e4b0f9bff4e6e6c7,1.80615E+11,15/06/2018 10:31,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,6307,18/06/2018 2:10,oldUser
55656882e4b05817043bc505,1.80607E+11,06/06/2018 2:23,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,5015,07/06/2018 18:55,newUser
55658ddfe4b01edff014cfcd,1806221332,22/06/2018 1:43,One way,FALSE,12,DEL,AMD,ECONOMY,ixiweb,1873,30/06/2018 13:40,oldUser
55659b90e4b0f9bff4e6eba7,18062259106,22/06/2018 17:56,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,3009,26/06/2018 6:45,oldUser
5566d0c5e4b016c62aa631a3,18061920230,19/06/2018 6:14,Return,FALSE,12,AMD,DEL,ECONOMY,iximaad,13770,08/07/2018 4:05,newUser
5566d0c5e4b016c62aa631a3,18062433178,24/06/2018 10:32,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,1978,05/11/2018 14:40,oldUser
5566d0c5e4b016c62aa631a3,1.80625E+11,25/06/2018 7:00,One way,FALSE,12,AMD,DEL,ECONOMY,iximaad,3440,10/11/2018 8:40,oldUser
5567ef8ee4b0ee2fcc843399,18061154112,11/06/2018 15:50,One way,FALSE,12,CCU,DEL,ECONOMY,ixiweb,5243,25/11/2018 5:15,oldUser
5569735ce4b007d26d72391b,EMT48115314,19/06/2018 20:34,One way,FALSE,205,DEL,GAU,ECONOMY,iximaio,6263,21/06/2018 0:45,oldUser
5569735ce4b007d26d72391b,18062272394,22/06/2018 19:39,One way,FALSE,12,CCU,DEL,ECONOMY,iximaio,7512,23/06/2018 12:20,oldUser
556aaffee4b0445094be3fb5,4703780,07/06/2018 19:53,One way,FALSE,196,CCU,DEL,ECONOMY,iximaad,8076,30/06/2018 1:00,oldUser
556c3b5ce4b0ee2fcc8446b1,1.80608E+11,08/06/2018 9:33,One way,FALSE,12,AMD,DEL,ECONOMY,iximaad,2005,26/06/2018 0:45,oldUser
556c3b5ce4b0ee2fcc8446b1,EMT47398395,08/06/2018 9:37,One way,FALSE,205,DEL,AMD,ECONOMY,iximaad,1689,29/06/2018 13:40,oldUser
556d3a18e4b0ab05bdfa2c45,18062341262,23/06/2018 9:10,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,2198,28/06/2018 20:55,oldUser
556d3a18e4b0ab05bdfa2c45,1.80625E+11,25/06/2018 8:11,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,2794,30/06/2018 18:00,oldUser
556ea8a0e4b007d26d724e80,18061958684,19/06/2018 15:54,One way,FALSE,12,DEL,AMD,ECONOMY,iximaio,3512,19/06/2018 12:45,oldUser
556ef9cce4b0ab05bdfa3440,18060964738,09/06/2018 22:26,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,5015,11/06/2018 18:55,oldUser
55739d37e4b070702bf6ad4c,PRL06DJE6NS,16/06/2018 11:47,One way,FALSE,1020,DEL,AMD,ECONOMY,iximaio,3302,23/06/2018 14:15,oldUser
55739d37e4b070702bf6ad4c,18062852812,28/06/2018 13:44,One way,FALSE,12,DEL,AMD,ECONOMY,iximaio,1669,17/07/2018 14:40,oldUser
55753179e4b0ec1e42d4dce3,1.80625E+11,25/06/2018 10:12,One way,FALSE,12,DEL,GAU,ECONOMY,iximaio,4251,13/07/2018 11:05,oldUser
557580cbe4b0b35087094854,4778306,11/06/2018 12:39,One way,FALSE,196,DEL,GAU,ECONOMY,iximatr,6312,06/08/2018 5:40,oldUser
5575bb36e4b06423d0b75f37,1.80606E+11,05/06/2018 10:55,One way,FALSE,12,CCU,DEL,ECONOMY,iximweb,2597,20/07/2018 8:55,oldUser
55779abbe4b0fb8aa06540c5,4690631,07/06/2018 10:43,One way,FALSE,196,CCU,DEL,ECONOMY,ixiweb,7186,28/06/2018 0:35,Reactivated
5579e268e4b0e18e7003e6ed,EMT48503124,25/06/2018 18:48,One way,FALSE,205,PNQ,BLR,ECONOMY,iximaad,1943,30/06/2018 19:55,oldUser
557bda9fe4b0e18e7003eefd,5129218,28/06/2018 15:45,One way,FALSE,196,DEL,AMD,ECONOMY,iximaad,4847,12/07/2018 1:55,oldUser
557be778e4b08edf41dd33f3,PRL06CJWK65,10/06/2018 12:33,One way,FALSE,1020,AMD,DEL,ECONOMY,iximaad,2237,08/07/2018 3:10,oldUser
55807452e4b08edf41dd409c,1.80606E+11,05/06/2018 12:02,One way,FALSE,12,DEL,GAU,ECONOMY,ixiweb,3199,06/07/2018 5:20,oldUser
55807452e4b08edf41dd409c,1.80606E+11,05/06/2018 12:08,One way,FALSE,12,DEL,GAU,ECONOMY,ixiweb,3199,06/07/2018 5:20,oldUser
5584ee94e4b01a2bd50915eb,1.00689E+11,10/06/2018 16:43,Return,FALSE,103,CCU,DEL,ECONOMY,ixiweb,5075,13/08/2018 12:20,newUser
5584f537e4b01a2bd5091606,1.80606E+11,05/06/2018 14:04,One way,FALSE,12,CCU,DEL,ECONOMY,ixiweb,2599,27/06/2018 0:15,oldUser
5584f537e4b01a2bd5091606,1.80606E+11,05/06/2018 14:13,One way,FALSE,12,CCU,DEL,ECONOMY,ixiweb,2599,27/06/2018 0:15,oldUser
55850582e4b01a2bd509162b,18062872514,28/06/2018 18:41,One way,FALSE,12,CCU,DEL,ECONOMY,iximaio,7439,29/06/2018 17:10,oldUser
55866641e4b01a2bd5091a10,18062850900,28/06/2018 13:09,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,3131,02/07/2018 7:35,oldUser
5589f0b0e4b02a01da1d9cb1,PRL06EARB0M,20/06/2018 20:00,One way,FALSE,1020,DEL,AMD,ECONOMY,ixiweb,1922,24/08/2018 13:40,oldUser
558a1261e4b08edf41dd5cb4,2.7069E+12,27/06/2018 11:31,Return,FALSE,103,DEL,AMD,ECONOMY,ixiweb,7524,19/07/2018 16:15,Reactivated
558a5727e4b08edf41dd5d52,18062468810,24/06/2018 22:29,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaio,2423,10/07/2018 23:55,oldUser
558a5dd0e4b02a01da1d9daf,18060743944,07/06/2018 11:15,One way,FALSE,12,BLR,PNQ,ECONOMY,iximatr,3316,22/06/2018 18:55,newUser
558ba2fce4b0e18e70041d3b,EMT48427287,24/06/2018 12:50,One way,FALSE,205,PNQ,BLR,ECONOMY,iximaio,3489,24/06/2018 19:55,oldUser
558ba2fce4b0e18e70041d3b,18062934290,29/06/2018 10:38,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaio,2791,20/07/2018 11:25,oldUser
558d770be4b0d2b02b8ae7b7,EMT48593634,27/06/2018 0:44,One way,FALSE,205,DEL,GAU,ECONOMY,iximaio,3346,30/10/2018 10:15,Reactivated
558eb66ce4b0c51a7f43f7f7,1.8061E+11,10/06/2018 12:22,One way,FALSE,12,PNQ,BLR,ECONOMY,ixiweb,1951,12/07/2018 10:15,oldUser
558edd40e4b05360591b6233,18061977200,19/06/2018 21:49,One way,FALSE,12,DEL,GAU,ECONOMY,iximaad,3916,09/07/2018 10:45,oldUser
558f8b89e4b0c5e5979d945f,PRL06DE1TVV,15/06/2018 15:15,Return,FALSE,1020,DEL,AMD,ECONOMY,ixiweb,4535,03/07/2018 5:30,oldUser
55958868e4b0811c7a27275f,1.80607E+11,06/06/2018 0:14,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,1769,10/07/2018 19:55,oldUser
559633eae4b0e0e1c13545f1,18062311560,23/06/2018 2:49,One way,FALSE,12,DEL,GAU,ECONOMY,iximaio,7217,24/06/2018 12:50,oldUser
559633eae4b0e0e1c13545f1,PRL06EPO8JC,23/06/2018 17:55,One way,FALSE,1020,DEL,GAU,ECONOMY,ixiweb,6957,24/06/2018 5:20,oldUser
55964923e4b0811c7a273059,18061426336,14/06/2018 11:18,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,3313,23/06/2018 16:30,oldUser
55964923e4b0811c7a273059,1.80615E+11,15/06/2018 15:49,One way,FALSE,12,BLR,PNQ,ECONOMY,ixiweb,3316,25/06/2018 7:35,oldUser
559ce37be4b0002617594d95,4998958,22/06/2018 17:02,Return,FALSE,196,PNQ,BLR,ECONOMY,ixiweb,4844,12/07/2018 16:50,oldUser
559ceb66e4b0002617594e66,1.80607E+11,06/06/2018 20:39,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,2060,13/07/2018 0:25,oldUser
559ceb66e4b0002617594e66,1.80607E+11,06/06/2018 20:53,One way,FALSE,12,PNQ,BLR,ECONOMY,iximaad,2164,13/07/2018 0:25,oldUser
559ceb66e4b0002617594e66,18060746960,07/06/2018 12:35,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,1799,16/07/2018 18:00,oldUser
559ceb66e4b0002617594e66,18060747178,07/06/2018 12:40,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,1799,16/07/2018 18:00,oldUser
559e87c1e4b0a400c7ba18a7,1.80608E+11,08/06/2018 23:17,One way,FALSE,12,BLR,PNQ,ECONOMY,iximaad,2685,21/06/2018 7:35,oldUser
55a344a4e4b03da70e474029,1.80621E+11,21/06/2018 16:07,One way,FALSE,12,DEL,GAU,ECONOMY,iximaad,4099,03/07/2018 12:50,oldUser
55a775e3e4b00026175a1c79,18062631718,26/06/2018 8:31,One way,FALSE,12,DEL,GAU,ECONOMY,iximaad,3502,06/07/2018 12:50,oldUser
55aa734ae4b076d9056a3f03,1806260162,26/06/2018 0:04,One way,FALSE,12,CCU,DEL,ECONOMY,iximaad,4691,09/07/2018 15:20,oldUser
55abe51be4b0d048f142b731,1.80615E+11,15/06/2018 0:45,One way,FALSE,12,DEL,GAU,ECONOMY,iximaio,3702,04/07/2018 5:00,oldUser
55abe51be4b0d048f142b731,1.80617E+11,17/06/2018 15:19,One way,FALSE,12,DEL,GAU,ECONOMY,iximaio,8502,07/07/2018 11:05,oldUser
55b251a9e4b0fa366c12761c,PRL06FJJUPZ,28/06/2018 15:20,One way,FALSE,1020,AMD,DEL,ECONOMY,iximaad,3619,01/07/2018 1:20,oldUser
55b34318e4b0fa366c12880f,1475578431,28/06/2018 21:37,One way,FALSE,1,DEL,GAU,ECONOMY,iximaad,9118,23/07/2018 5:00,newUser
55b4dea3e4b070ec98556ba2,1.80606E+11,05/06/2018 11:20,One way,FALSE,12,CCU,DEL,ECONOMY,iximaad,2597,29/06/2018 17:50,oldUser
55b4dea3e4b070ec98556ba2,18062331076,23/06/2018 7:41,One way,FALSE,12,CCU,DEL,ECONOMY,iximaad,8707,15/07/2018 15:40,oldUser
55b52a53e4b0a79f37320154,1.80606E+11,05/06/2018 23:35,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,1499,20/09/2018 11:15,oldUser
55b52a53e4b0a79f37320154,1.8063E+11,30/06/2018 19:11,One way,FALSE,12,DEL,AMD,ECONOMY,iximaad,1557,23/10/2018 7:40,oldUser
55be3b95e4b0b0cc5e730355,5178194,30/06/2018 18:38,One way,FALSE,196,PNQ,BLR,ECONOMY,iximweb,3710,11/08/2018 0:25,newUser
55c020c9e4b0d96608ebc20e,18062682672,26/06/2018 23:06,One way,FALSE,12,DEL,GAU,ECONOMY,iximaad,5571,30/06/2018 11:05,oldUser
55c056aae4b0ab9b152a6f5d,1.80613E+11,13/06/2018 9:05,One way,FALSE,12,CCU,DEL,ECONOMY,ixiweb,3259,10/07/2018 2:20,oldUser
